Column,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number,Advanced Composition,Non-Western Cultures,US Minority Cultures,Western/Comparative Cultures,Literature & the Arts,Historical & Philosophical Perspectives,Physical Sciences,Life Sciences,Quantitative Reasoning 2,Quantitative Reasoning 1,Behavioral Sciences,Social Sciences,General Education
922,2023,Spring,2023-sp,REL 121,Introduction to Christianity,,,Historical & Philosophical Perspectives,,,,REL,121,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
923,2023,Spring,2023-sp,REL 122,History East Asian Religions,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,122,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
924,2023,Spring,2023-sp,REL 132,Zen,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,132,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
925,2023,Spring,2023-sp,REL 134,"Religion, Race, and Resistance",,US Minority Cultures,,,,,REL,134,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
926,2023,Spring,2023-sp,REL 160,Ancient Greek & Roman Religion,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,160,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
927,2023,Spring,2023-sp,REL 201,Hebrew Bible in English,,,Historical & Philosophical Perspectives,,,,REL,201,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
928,2023,Spring,2023-sp,REL 208,Cultures & Literatures of South Asia,,Non-Western Cultures,Literature & the Arts,,,,REL,208,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
929,2023,Spring,2023-sp,REL 212,History of Antisemitism,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,212,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
930,2023,Spring,2023-sp,REL 214,Introduction to Islam,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,214,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
931,2023,Spring,2023-sp,REL 215,African Muslim Societies,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,215,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
932,2023,Spring,2023-sp,REL 220,Jewish Storytelling,,Western/Comparative Cultures,Literature & the Arts,,,,REL,220,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
933,2023,Spring,2023-sp,REL 223,The Qur'an (Koran),,Non-Western Cultures,Literature & the Arts,,,,REL,223,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
934,2023,Spring,2023-sp,REL 224,Chinese Thought and Culture,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,224,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
935,2023,Spring,2023-sp,REL 225,Japanese Religions: Thought and Practice,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,225,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
936,2023,Spring,2023-sp,REL 230,Philosophy of Religion Intro,,,Historical & Philosophical Perspectives,,,,REL,230,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
937,2023,Spring,2023-sp,REL 231,Religion and Philosophy,,,Historical & Philosophical Perspectives,,,,REL,231,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
938,2023,Spring,2023-sp,REL 234,Black Religious Imaginations,,US Minority Cultures,,,,,REL,234,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
939,2023,Spring,2023-sp,REL 235,History of Religion in America,,,Historical & Philosophical Perspectives,,,,REL,235,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
940,2023,Spring,2023-sp,REL 236,"Religion, Violence & America",,Western/Comparative Cultures,,,,,REL,236,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
941,2023,Spring,2023-sp,REL 251,Viking Mythology,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,251,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
942,2023,Spring,2023-sp,REL 258,Muslims in America,,US Minority Cultures,,,,Social Sciences,REL,258,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
943,2023,Spring,2023-sp,REL 260,Mystics and Saints in Islam,,Non-Western Cultures,Literature & the Arts,,,,REL,260,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
944,2023,Spring,2023-sp,REL 269,Jewish History Since 1700,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,269,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
945,2023,Spring,2023-sp,REL 270,"Religion, Ethics, Environment",,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,270,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
946,2023,Spring,2023-sp,REL 283,Jewish Sacred Literature,,,Literature & the Arts,,,,REL,283,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
947,2023,Spring,2023-sp,REL 286,Introduction to Hinduism,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,286,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
948,2023,Spring,2023-sp,REL 287,Introduction to Buddhism,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,287,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
949,2023,Spring,2023-sp,REL 320,Responses to the Holocaust,,Western/Comparative Cultures,Literature & the Arts,,,,REL,320,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
950,2023,Spring,2023-sp,REL 393,The World of Jewish Sepharad,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,393,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
951,2023,Spring,2023-sp,RHET 233,Adv Rhetoric & Composition,Advanced Composition,,,,,,RHET,233,Advanced Composition,,,,,,,,,,,,Advanced Composition
952,2023,Spring,2023-sp,RST 100,"Recreation, Sport, and Tourism in Modern Society",,,,,,Social Sciences,RST,100,,,,,,,,,,,,Social Sciences,Social Sciences
953,2023,Spring,2023-sp,RST 120,"Parks, Recreation, and Environments",,,,,,Behavioral Sciences,RST,120,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
954,2023,Spring,2023-sp,RST 224,Politics of the National Parks,,,,,,Social Sciences,RST,224,,,,,,,,,,,,Social Sciences,Social Sciences
955,2023,Spring,2023-sp,RST 225,Environmental Politics & Policy,,,,,,Social Sciences,RST,225,,,,,,,,,,,,Social Sciences,Social Sciences
956,2023,Spring,2023-sp,RST 230,"Diversity in Recreation, Sport, and Tourism",,US Minority Cultures,,,,,RST,230,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
957,2023,Spring,2023-sp,RST 242,Nature and American Culture,,Western/Comparative Cultures,,,,,RST,242,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
958,2023,Spring,2023-sp,RST 335,Leisure and Consumer Culture,,Western/Comparative Cultures,,,,Social Sciences,RST,335,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,"Social Sciences,Western/Comparative Cultures"
959,2023,Spring,2023-sp,RST 370,Research Methods & Analysis,,,,,Quantitative Reasoning 2,,RST,370,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
960,2023,Spring,2023-sp,RST 410,"Strategic Thinking in Recreation, Sport and Tourism",Advanced Composition,,,,,,RST,410,Advanced Composition,,,,,,,,,,,,Advanced Composition
961,2023,Spring,2023-sp,RUSS 115,Intro to Russian Culture,,Western/Comparative Cultures,Literature & the Arts,,,,RUSS,115,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
962,2023,Spring,2023-sp,RUSS 122,Russia and Black America,,US Minority Cultures,,,,,RUSS,122,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
963,2023,Spring,2023-sp,RUSS 220,Golden Age of Russian Lit,,,Literature & the Arts,,,,RUSS,220,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
964,2023,Spring,2023-sp,RUSS 225,Russian Lit and Revolution,,,Literature & the Arts,,,,RUSS,225,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
965,2023,Spring,2023-sp,RUSS 260,Medicine & Russian Literature,,,Literature & the Arts,,,,RUSS,260,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
966,2023,Spring,2023-sp,RUSS 261,Intro Russian-Jewish Culture,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,RUSS,261,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
967,2023,Spring,2023-sp,SAME 150,Lang&Culture of Arab World,,Non-Western Cultures,,,,,SAME,150,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
968,2023,Spring,2023-sp,SAME 152,The New Middle East,,Non-Western Cultures,,,,Social Sciences,SAME,152,,Non-Western Cultures,,,,,,,,,,Social Sciences,"Social Sciences,Non-Western Cultures"
969,2023,Spring,2023-sp,SAME 208,Cultures & Literatures of South Asia,,Non-Western Cultures,Literature & the Arts,,,,SAME,208,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
970,2023,Spring,2023-sp,SAME 211,The Arab-Israeli Conflict,,Western/Comparative Cultures,Literature & the Arts,,,,SAME,211,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
971,2023,Spring,2023-sp,SAME 212,Israeli Cinema and Television,,Western/Comparative Cultures,Literature & the Arts,,,,SAME,212,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
972,2023,Spring,2023-sp,SAME 214,Introduction to Islam,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,SAME,214,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
973,2023,Spring,2023-sp,SAME 223,The Qur'an (Koran),,Non-Western Cultures,Literature & the Arts,,,,SAME,223,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
974,2023,Spring,2023-sp,SAME 250,Introduction to Middle East Studies,,Non-Western Cultures,,,,,SAME,250,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
975,2023,Spring,2023-sp,SAME 260,Mystics and Saints in Islam,,Non-Western Cultures,Literature & the Arts,,,,SAME,260,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
976,2023,Spring,2023-sp,SAME 265,Central Asian Societies,,Non-Western Cultures,,,,Social Sciences,SAME,265,,Non-Western Cultures,,,,,,,,,,Social Sciences,"Social Sciences,Non-Western Cultures"
977,2023,Spring,2023-sp,SAME 272,Language and Culture in Turkey,,Non-Western Cultures,,,,,SAME,272,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
978,2023,Spring,2023-sp,SCAN 215,"Madness, Myth, and Murder",,,Literature & the Arts,,,,SCAN,215,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
979,2023,Spring,2023-sp,SCAN 225,Vikings to Volvos: Scandinavia,,Western/Comparative Cultures,Literature & the Arts,,,,SCAN,225,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
980,2023,Spring,2023-sp,SCAN 251,Viking Mythology,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,SCAN,251,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
981,2023,Spring,2023-sp,SCAN 252,Viking Sagas in Translation,,Western/Comparative Cultures,Literature & the Arts,,,,SCAN,252,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
982,2023,Spring,2023-sp,SE 494,Senior Engineering Project I,Advanced Composition,,,,,,SE,494,Advanced Composition,,,,,,,,,,,,Advanced Composition
983,2023,Spring,2023-sp,SE 495,Senior Engineering Project II,Advanced Composition,,,,,,SE,495,Advanced Composition,,,,,,,,,,,,Advanced Composition
984,2023,Spring,2023-sp,SHS 120,"Child, Comm, & Lang Ability",,,,,,Behavioral Sciences,SHS,120,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
985,2023,Spring,2023-sp,SHS 222,Language & Culture of Deaf Communities,,US Minority Cultures,,,,Social Sciences,SHS,222,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
986,2023,Spring,2023-sp,SHS 231,Lang Diff Dis: American Persp,,US Minority Cultures,,,,,SHS,231,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
987,2023,Spring,2023-sp,SHS 271,Communication and Aging,,,,,,Social Sciences,SHS,271,,,,,,,,,,,,Social Sciences,Social Sciences
988,2023,Spring,2023-sp,SLAV 117,Russ & E Euro Science Fiction,,,Literature & the Arts,,,,SLAV,117,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
989,2023,Spring,2023-sp,SLAV 120,Russian & E Euro Folktales,,Western/Comparative Cultures,Literature & the Arts,,,,SLAV,120,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
990,2023,Spring,2023-sp,SLCL 200,Topics in Global Culture,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,SLCL,200,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
991,2023,Spring,2023-sp,SOC 100,Introduction to Sociology,,,,,,Social Sciences,SOC,100,,,,,,,,,,,,Social Sciences,Social Sciences
992,2023,Spring,2023-sp,SOC 101,Sociology of Gender,,,,,,Social Sciences,SOC,101,,,,,,,,,,,,Social Sciences,Social Sciences
993,2023,Spring,2023-sp,SOC 122,Africa in World Perspective,,Non-Western Cultures,,,,Social Sciences,SOC,122,,Non-Western Cultures,,,,,,,,,,Social Sciences,"Social Sciences,Non-Western Cultures"
994,2023,Spring,2023-sp,SOC 130,Intro Gender & Women's Studies,,,,,,Social Sciences,SOC,130,,,,,,,,,,,,Social Sciences,Social Sciences
995,2023,Spring,2023-sp,SOC 160,Global Ineq and Social Change,,Non-Western Cultures,,,,Social Sciences,SOC,160,,Non-Western Cultures,,,,,,,,,,Social Sciences,"Social Sciences,Non-Western Cultures"
996,2023,Spring,2023-sp,SOC 161,Introduction to Poverty,,Western/Comparative Cultures,,,,Social Sciences,SOC,161,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,"Social Sciences,Western/Comparative Cultures"
997,2023,Spring,2023-sp,SOC 162,Intro to Intl Health Policy,,Western/Comparative Cultures,,,,Social Sciences,SOC,162,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,"Social Sciences,Western/Comparative Cultures"
998,2023,Spring,2023-sp,SOC 170,"Integration, Assimilation and Multiculturalism: America's Immigrant Society",,US Minority Cultures,,,,Social Sciences,SOC,170,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
999,2023,Spring,2023-sp,SOC 179,Social Organization,,,,,,Social Sciences,SOC,179,,,,,,,,,,,,Social Sciences,Social Sciences
1000,2023,Spring,2023-sp,SOC 180,Stress and Health in African American Communities,,US Minority Cultures,,,,Social Sciences,SOC,180,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
1001,2023,Spring,2023-sp,SOC 201,"Race, Gender & Power",,Western/Comparative Cultures,,,,,SOC,201,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
1002,2023,Spring,2023-sp,SOC 202,Sexualities,,Western/Comparative Cultures,,,,,SOC,202,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
1003,2023,Spring,2023-sp,SOC 221,Latina/o Migration,,US Minority Cultures,,,,Social Sciences,SOC,221,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
1004,2023,Spring,2023-sp,SOC 222,Introduction to Modern Africa,,Non-Western Cultures,,,,,SOC,222,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
1005,2023,Spring,2023-sp,SOC 225,Race and Ethnicity,,US Minority Cultures,,,,Social Sciences,SOC,225,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
1006,2023,Spring,2023-sp,SOC 265,Central Asian Societies,,Non-Western Cultures,,,,Social Sciences,SOC,265,,Non-Western Cultures,,,,,,,,,,Social Sciences,"Social Sciences,Non-Western Cultures"
1007,2023,Spring,2023-sp,SOC 270,Global Demography,,,,,,Social Sciences,SOC,270,,,,,,,,,,,,Social Sciences,Social Sciences
1008,2023,Spring,2023-sp,SOC 280,Intro to Social Statistics,,,,,Quantitative Reasoning 1,,SOC,280,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
1009,2023,Spring,2023-sp,SOC 350,Technology and Society,,,,,,Social Sciences,SOC,350,,,,,,,,,,,,Social Sciences,Social Sciences
1010,2023,Spring,2023-sp,SOC 373,Social Inequality,,,,,,Social Sciences,SOC,373,,,,,,,,,,,,Social Sciences,Social Sciences
1011,2023,Spring,2023-sp,SOC 380,Social Research Methods,,,,,Quantitative Reasoning 2,,SOC,380,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
1012,2023,Spring,2023-sp,SOC 392,Chicanas&Latinas: Self&Society,Advanced Composition,,,,,,SOC,392,Advanced Composition,,,,,,,,,,,,Advanced Composition
1013,2023,Spring,2023-sp,SOC 488,Demographic Analysis,,,,,Quantitative Reasoning 2,,SOC,488,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
1014,2023,Spring,2023-sp,SOCW 200,Introduction to Social Work,,,,,,Social Sciences,SOCW,200,,,,,,,,,,,,Social Sciences,Social Sciences
1015,2023,Spring,2023-sp,SOCW 225,Social Work Statistics,,,,,Quantitative Reasoning 1,,SOCW,225,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
1016,2023,Spring,2023-sp,SOCW 240,Death & Dying,,,,,,Social Sciences,SOCW,240,,,,,,,,,,,,Social Sciences,Social Sciences
1017,2023,Spring,2023-sp,SOCW 245,Doing Good through the Nonprofit Sector,,,,,,Social Sciences,SOCW,245,,,,,,,,,,,,Social Sciences,Social Sciences
1018,2023,Spring,2023-sp,SOCW 297,Asian Families in America,,US Minority Cultures,,,,Social Sciences,SOCW,297,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
1019,2023,Spring,2023-sp,SOCW 300,Diversity: Identities & Issues,Advanced Composition,US Minority Cultures,,,,,SOCW,300,Advanced Composition,,US Minority Cultures,,,,,,,,,,"Advanced Composition,US Minority Cultures"
